visual_slam,2020-02-27T00:40:51.965Z,0.5263157894736842
command_recognition,2020-02-27T00:40:51.971Z,0.10526315789473685
random-computation,2020-02-27T00:40:51.978Z,0.3684210526315789
visual_slam,2020-02-27T00:40:52.645Z,0.5263157894736842
command_recognition,2020-02-27T00:40:52.661Z,0.10526315789473685
random-computation,2020-02-27T00:40:52.679Z,0.3684210526315789
visual_slam,2020-02-27T00:40:52.749Z,0.5263157894736842
command_recognition,2020-02-27T00:40:52.769Z,0.10526315789473685
random-computation,2020-02-27T00:40:52.785Z,0.3684210526315789
visual_slam,2020-02-27T00:40:52.851Z,0.5263157894736842
command_recognition,2020-02-27T00:40:52.868Z,0.10526315789473685
random-computation,2020-02-27T00:40:52.886Z,0.3684210526315789
visual_slam,2020-02-27T00:40:52.950Z,0.5263157894736842
command_recognition,2020-02-27T00:40:52.966Z,0.10526315789473685
random-computation,2020-02-27T00:40:52.979Z,0.3684210526315789
visual_slam,2020-02-27T00:40:53.950Z,0.5263157894736842
command_recognition,2020-02-27T00:40:53.956Z,0.10526315789473685
random-computation,2020-02-27T00:40:53.962Z,0.3684210526315789
visual_slam,2020-02-27T00:40:54.353Z,0.5263157894736842
command_recognition,2020-02-27T00:40:54.364Z,0.10526315789473685
random-computation,2020-02-27T00:40:54.378Z,0.3684210526315789
visual_slam,2020-02-27T00:40:54.459Z,0.9174311926605506
command_recognition,2020-02-27T00:40:54.472Z,0.018348623853211014
random-computation,2020-02-27T00:40:54.482Z,0.06422018348623854
visual_slam,2020-02-27T00:40:54.556Z,0.125
command_recognition,2020-02-27T00:40:54.567Z,0.25
random-computation,2020-02-27T00:40:54.580Z,0.625
visual_slam,2020-02-27T00:40:54.659Z,0.125
command_recognition,2020-02-27T00:40:54.669Z,0.25
random-computation,2020-02-27T00:40:54.679Z,0.625
visual_slam,2020-02-27T00:40:55.057Z,0.27027027027027023
command_recognition,2020-02-27T00:40:55.064Z,0.5405405405405405
random-computation,2020-02-27T00:40:55.073Z,0.18918918918918917
visual_slam,2020-02-27T00:40:55.255Z,0.5263157894736842
command_recognition,2020-02-27T00:40:55.261Z,0.10526315789473685
random-computation,2020-02-27T00:40:55.268Z,0.3684210526315789
visual_slam,2020-02-27T00:40:55.955Z,0.5263157894736842
command_recognition,2020-02-27T00:40:55.968Z,0.10526315789473685
random-computation,2020-02-27T00:40:55.981Z,0.3684210526315789
visual_slam,2020-02-27T00:40:56.457Z,0.5263157894736842
command_recognition,2020-02-27T00:40:56.464Z,0.10526315789473685
random-computation,2020-02-27T00:40:56.471Z,0.3684210526315789
command_recognition,2020-02-27T00:40:56.563Z,0.10526315789473685
visual_slam,2020-02-27T00:40:56.557Z,0.5263157894736842
random-computation,2020-02-27T00:40:56.570Z,0.3684210526315789
visual_slam,2020-02-27T00:40:57.161Z,0.5263157894736842
command_recognition,2020-02-27T00:40:57.169Z,0.10526315789473685
random-computation,2020-02-27T00:40:57.179Z,0.3684210526315789
visual_slam,2020-02-27T00:40:57.662Z,0.16129032258064516
command_recognition,2020-02-27T00:40:57.668Z,0.03225806451612903
random-computation,2020-02-27T00:40:57.676Z,0.8064516129032258
visual_slam,2020-02-27T00:40:58.167Z,0.5263157894736842
command_recognition,2020-02-27T00:40:58.174Z,0.10526315789473685
random-computation,2020-02-27T00:40:58.181Z,0.3684210526315789
visual_slam,2020-02-27T00:40:58.264Z,0.27027027027027023
command_recognition,2020-02-27T00:40:58.271Z,0.5405405405405405
random-computation,2020-02-27T00:40:58.280Z,0.18918918918918917
visual_slam,2020-02-27T00:40:59.267Z,0.5263157894736842
command_recognition,2020-02-27T00:40:59.275Z,0.10526315789473685
random-computation,2020-02-27T00:40:59.284Z,0.3684210526315789
visual_slam,2020-02-27T00:41:00.372Z,0.9174311926605506
command_recognition,2020-02-27T00:41:00.378Z,0.018348623853211014
random-computation,2020-02-27T00:41:00.385Z,0.06422018348623854
visual_slam,2020-02-27T00:41:00.475Z,0.5263157894736842
command_recognition,2020-02-27T00:41:00.484Z,0.10526315789473685
random-computation,2020-02-27T00:41:00.491Z,0.3684210526315789
visual_slam,2020-02-27T00:41:01.275Z,0.16129032258064516
command_recognition,2020-02-27T00:41:01.281Z,0.03225806451612903
random-computation,2020-02-27T00:41:01.289Z,0.8064516129032258
visual_slam,2020-02-27T00:41:01.778Z,0.5263157894736842
