random-computation,2020-02-27T00:40:51.938Z,0.35
command_recognition,2020-02-27T00:40:51.938Z,0.1
visual_slam,2020-02-27T00:40:51.938Z,0.5
visual_slam,2020-02-27T00:40:52.638Z,0.5
command_recognition,2020-02-27T00:40:52.638Z,0.1
random-computation,2020-02-27T00:40:52.638Z,0.35
visual_slam,2020-02-27T00:40:52.739Z,0.5
command_recognition,2020-02-27T00:40:52.739Z,0.1
random-computation,2020-02-27T00:40:52.739Z,0.35
visual_slam,2020-02-27T00:40:52.840Z,0.5
command_recognition,2020-02-27T00:40:52.840Z,0.1
random-computation,2020-02-27T00:40:52.840Z,0.35
visual_slam,2020-02-27T00:40:52.940Z,0.5
command_recognition,2020-02-27T00:40:52.940Z,0.1
random-computation,2020-02-27T00:40:52.940Z,0.35
visual_slam,2020-02-27T00:40:53.946Z,0.5
command_recognition,2020-02-27T00:40:53.946Z,0.1
random-computation,2020-02-27T00:40:53.946Z,0.35
visual_slam,2020-02-27T00:40:54.348Z,0.5
command_recognition,2020-02-27T00:40:54.349Z,0.1
random-computation,2020-02-27T00:40:54.349Z,0.35
visual_slam,2020-02-27T00:40:54.449Z,5
command_recognition,2020-02-27T00:40:54.449Z,0.1
random-computation,2020-02-27T00:40:54.449Z,0.35
visual_slam,2020-02-27T00:40:54.549Z,0.5
command_recognition,2020-02-27T00:40:54.550Z,1
random-computation,2020-02-27T00:40:54.550Z,2.5
visual_slam,2020-02-27T00:40:54.650Z,0.5
command_recognition,2020-02-27T00:40:54.650Z,1
random-computation,2020-02-27T00:40:54.650Z,2.5
visual_slam,2020-02-27T00:40:55.050Z,0.5
command_recognition,2020-02-27T00:40:55.050Z,1
random-computation,2020-02-27T00:40:55.050Z,0.35
visual_slam,2020-02-27T00:40:55.251Z,0.5
command_recognition,2020-02-27T00:40:55.251Z,0.1
random-computation,2020-02-27T00:40:55.251Z,0.35
visual_slam,2020-02-27T00:40:55.951Z,0.5
command_recognition,2020-02-27T00:40:55.951Z,0.1
random-computation,2020-02-27T00:40:55.951Z,0.35
visual_slam,2020-02-27T00:40:56.453Z,0.5
random-computation,2020-02-27T00:40:56.453Z,0.35
command_recognition,2020-02-27T00:40:56.453Z,0.1
visual_slam,2020-02-27T00:40:56.553Z,0.5
command_recognition,2020-02-27T00:40:56.553Z,0.1
random-computation,2020-02-27T00:40:56.553Z,0.35
visual_slam,2020-02-27T00:40:57.157Z,0.5
command_recognition,2020-02-27T00:40:57.157Z,0.1
random-computation,2020-02-27T00:40:57.157Z,0.35
visual_slam,2020-02-27T00:40:57.658Z,0.5
command_recognition,2020-02-27T00:40:57.658Z,0.1
random-computation,2020-02-27T00:40:57.658Z,2.5
visual_slam,2020-02-27T00:40:58.160Z,0.5
command_recognition,2020-02-27T00:40:58.160Z,0.1
random-computation,2020-02-27T00:40:58.164Z,0.35
visual_slam,2020-02-27T00:40:58.260Z,0.5
command_recognition,2020-02-27T00:40:58.260Z,1
random-computation,2020-02-27T00:40:58.260Z,0.35
visual_slam,2020-02-27T00:40:59.263Z,0.5
command_recognition,2020-02-27T00:40:59.263Z,0.1
random-computation,2020-02-27T00:40:59.263Z,0.35
command_recognition,2020-02-27T00:41:00.367Z,0.1
visual_slam,2020-02-27T00:41:00.367Z,5
random-computation,2020-02-27T00:41:00.367Z,0.35
visual_slam,2020-02-27T00:41:00.468Z,0.5
command_recognition,2020-02-27T00:41:00.468Z,0.1
random-computation,2020-02-27T00:41:00.468Z,0.35
command_recognition,2020-02-27T00:41:01.271Z,0.1
visual_slam,2020-02-27T00:41:01.271Z,0.5
random-computation,2020-02-27T00:41:01.271Z,2.5
visual_slam,2020-02-27T00:41:01.774Z,0.5
command_recognition,2020-02-27T00:41:01.774Z,0.1
random-computation,2020-02-27T00:41:01.774Z,0.35
visual_slam,2020-02-27T00:41:02.074Z,0.5
command_recognition,2020-02-27T00:41:02.074Z,1
random-computation,2020-02-27T00:41:02.074Z,0.35
visual_slam,2020-02-27T00:41:02.683Z,5
command_recognition,2020-02-27T00:41:02.683Z,1
random-computation,2020-02-27T00:41:02.683Z,0.35
visual_slam,2020-02-27T00:41:02.784Z,0.5
command_recognition,2020-02-27T00:41:02.784Z,1
random-computation,2020-02-27T00:41:02.784Z,0.35
visual_slam,2020-02-27T00:41:03.084Z,0.5
command_recognition,2020-02-27T00:41:03.084Z,0.1
random-computation,2020-02-27T00:41:03.084Z,0.35
visual_slam,2020-02-27T00:41:04.889Z,0.5
command_recognition,2020-02-27T00:41:04.889Z,0.1
random-computation,2020-02-27T00:41:04.889Z,2.5
random-computation,2020-02-27T00:41:05.390Z,0.35
visual_slam,2020-02-27T00:41:05.390Z,0.5
command_recognition,2020-02-27T00:41:05.390Z,0.1
visual_slam,2020-02-27T00:41:05.691Z,0.5
command_recognition,2020-02-27T00:41:05.691Z,0.1
random-computation,2020-02-27T00:41:05.691Z,0.35
visual_slam,2020-02-27T00:41:05.992Z,0.5
command_recognition,2020-02-27T00:41:05.992Z,1
random-computation,2020-02-27T00:41:05.992Z,0.35
visual_slam,2020-02-27T00:41:06.995Z,0.5
command_recognition,2020-02-27T00:41:06.995Z,0.1
random-computation,2020-02-27T00:41:06.995Z,0.35
visual_slam,2020-02-27T00:41:08.198Z,0.5
command_recognition,2020-02-27T00:41:08.198Z,0.1
random-computation,2020-02-27T00:41:08.198Z,0.35
command_recognition,2020-02-27T00:41:08.399Z,0.1
visual_slam,2020-02-27T00:41:08.399Z,0.5
random-computation,2020-02-27T00:41:08.399Z,0.35
command_recognition,2020-02-27T00:41:08.901Z,0.1
visual_slam,2020-02-27T00:41:08.901Z,0.5
random-computation,2020-02-27T00:41:08.901Z,2.5
visual_slam,2020-02-27T00:41:09.402Z,0.5
command_recognition,2020-02-27T00:41:09.402Z,0.1
random-computation,2020-02-27T00:41:09.402Z,0.35
visual_slam,2020-02-27T00:41:09.901Z,0.5
command_recognition,2020-02-27T00:41:09.901Z,1
random-computation,2020-02-27T00:41:09.901Z,0.35
visual_slam,2020-02-27T00:41:10.101Z,0.5
command_recognition,2020-02-27T00:41:10.101Z,1
random-computation,2020-02-27T00:41:10.101Z,0.35
visual_slam,2020-02-27T00:41:10.202Z,0.5
command_recognition,2020-02-27T00:41:10.202Z,1
random-computation,2020-02-27T00:41:10.202Z,0.35
command_recognition,2020-02-27T00:41:10.301Z,1
visual_slam,2020-02-27T00:41:10.301Z,0.5
random-computation,2020-02-27T00:41:10.301Z,0.35
visual_slam,2020-02-27T00:41:10.803Z,5
random-computation,2020-02-27T00:41:10.803Z,0.35
command_recognition,2020-02-27T00:41:10.803Z,1
visual_slam,2020-02-27T00:41:10.904Z,5
command_recognition,2020-02-27T00:41:10.904Z,0.1
random-computation,2020-02-27T00:41:10.904Z,0.35
visual_slam,2020-02-27T00:41:11.105Z,0.5
command_recognition,2020-02-27T00:41:11.105Z,0.1
random-computation,2020-02-27T00:41:11.105Z,0.35
visual_slam,2020-02-27T00:41:11.206Z,5
command_recognition,2020-02-27T00:41:11.206Z,0.1
random-computation,2020-02-27T00:41:11.206Z,0.35
visual_slam,2020-02-27T00:41:11.406Z,5
command_recognition,2020-02-27T00:41:11.406Z,0.1
random-computation,2020-02-27T00:41:11.406Z,0.35
visual_slam,2020-02-27T00:41:11.506Z,5
command_recognition,2020-02-27T00:41:11.506Z,0.1
random-computation,2020-02-27T00:41:11.507Z,0.35
command_recognition,2020-02-27T00:41:11.607Z,0.1
random-computation,2020-02-27T00:41:11.607Z,0.35
visual_slam,2020-02-27T00:41:11.607Z,5
visual_slam,2020-02-27T00:41:11.707Z,5
command_recognition,2020-02-27T00:41:11.707Z,0.1
random-computation,2020-02-27T00:41:11.707Z,0.35
visual_slam,2020-02-27T00:41:11.806Z,0.5
command_recognition,2020-02-27T00:41:11.806Z,0.1
random-computation,2020-02-27T00:41:11.806Z,0.35
visual_slam,2020-02-27T00:41:12.508Z,0.5
command_recognition,2020-02-27T00:41:12.508Z,0.1
random-computation,2020-02-27T00:41:12.508Z,2.5
visual_slam,2020-02-27T00:41:13.010Z,0.5
command_recognition,2020-02-27T00:41:13.010Z,0.1
random-computation,2020-02-27T00:41:13.010Z,0.35
visual_slam,2020-02-27T00:41:13.515Z,0.5
command_recognition,2020-02-27T00:41:13.515Z,1
random-computation,2020-02-27T00:41:13.515Z,0.35
visual_slam,2020-02-27T00:41:14.520Z,0.5
random-computation,2020-02-27T00:41:14.520Z,0.35
